"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","4942","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","4","4","1","1.187615","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","1","1","5.684410","0","25"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","1.945750","0","4"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","2.021115","0","4"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","9","5","1","7.176996","0","31"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","7","2","1","5.178666","0","27"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","3","1","3.049863","0","14"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","1","1","2.512354","0","10"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","14","2","1","14.129199","0","83"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","13","1","1","12.157971","0","92"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","6","1","1","6.094131","0","29"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","2","1","9.974166","0","104"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","1","1","1.680408","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","8","1","1","3.753182","0","39"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","5","1","1","2.099288","0","19"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","1","1","1.945282","0","8"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","1","1","2.261395","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","36","3","1","17.612787","0","560"
"/Game/LevelPrototyping/Meshes/MI_Quinn_02.MI_Quinn_02","0","8","2","1","5.614909","0","28"
"/Game/LevelPrototyping/Meshes/MI_Quinn_01.MI_Quinn_01","0","8","4","1","5.615118","0","29"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","8","3","1","5.785665","0","20"
"/Game/LevelPrototyping/Materials/Gradient_Mat.Gradient_Mat","0","8","2","1","6.046622","0","27"
"/Game/LevelPrototyping/Materials/FresnelRefraction_M.FresnelRefraction_M","0","15","15","1","12.745815","0","26"
"/Game/WhiteText.WhiteText","0","5","5","1","3.895890","0","8"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","8","8","1","6.445936","0","10"
"/LumaAIPlugin/Materials/LumaMaterialDynamicNoTAA.LumaMaterialDynamicNoTAA","0","16","1","1","11.093226","0","129"
"/LumaAIPlugin/Materials/LumaMaterialDynamic.LumaMaterialDynamic","0","18","1","1","14.977076","0","162"
"/Engine/EngineMeshes/BackgroundMaterial.BackgroundMaterial","0","5","1","1","2.286858","0","19"
"/LumaAIPlugin/Materials/LumaMaterialBakedNoTAA.LumaMaterialBakedNoTAA","0","10","1","1","5.807773","0","57"
"/LumaAIPlugin/Materials/LumaMaterialBaked.LumaMaterialBaked","0","12","1","1","8.917291","0","82"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","8","1","1","3.884768","0","37"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","8","1","1","3.978151","0","28"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","8","1","1","3.922388","0","26"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","10","1","1","5.040424","0","42"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","5","5","1","2.761868","0","6"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","4","2","25.545824","0","219"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","6","7","1","3.897118","0","9"
"/ControlRig/M_Manip.M_Manip","0","6","1","1","3.416882","0","20"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","2","1","2.462948","0","11"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","4","1","1.884174","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","49","9","6","31.004471","0","247"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","6","1","1","2.229610","0","18"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","29","5","1","17.669979","0","188"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","28","1","1","14.519596","0","193"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","305","4","1","149.352509","0","6712"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","16","1","1","9.052798","0","86"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","1.261395","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","1","1","1.480939","0","10"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","36","11","1","16.522097","0","280"
"/LumaAIPlugin/Materials/LumaLogoMaterial.LumaLogoMaterial","0","15","1","1","7.838555","0","83"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","1","1","6.919370","0","43"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","56","1","1","312.462250","0","514"
