"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","5564","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","7","1","1","6.257399","0","26"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","10","2","1","18.344578","0","54"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","6","1","1","19.699261","0","21"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","12","1","1","41.449757","0","42"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","6","1","1","7.404401","0","26"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","10","2","1","9.403620","0","66"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","8","1","1","7.376108","0","40"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","7","3","1","14.783951","0","29"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","17","4","1","22.157988","0","169"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","19","1","1","16.431181","0","208"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","9","2","1","15.814089","0","62"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","18","4","1","25.411156","0","215"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","6","1","1","12.543813","0","23"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","14","5","1","17.599377","0","74"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","8","2","1","10.146127","0","38"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","6","6","1","6.733862","0","8"
"/Engine/VREditor/TransformGizmo/Main.Main","0","6","6","1","5.850232","0","10"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","40","3","1","38.343754","0","779"
"/Game/LevelPrototyping/Meshes/MI_Quinn_02.MI_Quinn_02","0","11","1","1","13.807542","0","76"
"/Game/LevelPrototyping/Meshes/MI_Quinn_01.MI_Quinn_01","0","11","1","1","10.003320","0","76"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","11","1","1","16.031412","0","70"
"/Game/LevelPrototyping/Materials/Gradient_Mat.Gradient_Mat","0","11","1","1","9.803835","0","49"
"/Game/LevelPrototyping/Materials/FresnelRefraction_M.FresnelRefraction_M","0","20","2","1","17.817486","0","67"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","11","5","1","12.231551","0","29"
"/Game/WhiteText.WhiteText","0","9","9","1","9.320484","0","9"
"/LumaAIPlugin/Materials/LumaMaterialDynamicNoTAA.LumaMaterialDynamicNoTAA","0","22","1","1","25.289221","0","266"
"/LumaAIPlugin/Materials/LumaMaterialDynamic.LumaMaterialDynamic","0","24","1","1","33.943836","0","339"
"/LumaAIPlugin/Materials/LumaMaterialBaked.LumaMaterialBaked","0","18","1","1","22.737423","0","191"
"/Engine/EngineDebugMaterials/M_SimpleOpaque.M_SimpleOpaque","0","8","1","1","6.753054","0","38"
"/Engine/EngineMeshes/BackgroundMaterial.BackgroundMaterial","0","8","1","1","7.169670","0","43"
"/LumaAIPlugin/Materials/LumaMaterialBakedNoTAA.LumaMaterialBakedNoTAA","0","16","1","1","16.922024","0","129"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","11","1","1","9.143817","0","59"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","11","1","1","9.573097","0","76"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","11","1","1","10.069039","0","71"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","16","1","1","14.000986","0","120"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","8","1","1","7.271736","0","37"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","52","3","2","57.866268","0","710"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","1","1","9.449993","0","42"
"/ControlRig/M_Manip.M_Manip","0","9","1","1","9.745782","0","45"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","1","1","4.700832","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","7","1","1","6.984971","0","24"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","67","11","6","62.520798","0","536"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","8","1","1","6.470098","0","30"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","36","1","1","34.383591","0","324"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","45","1","1","45.459488","0","485"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","336","9","1","271.943695","0","20163"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","19","9","1","17.686792","0","151"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","4.060666","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","2","1","3.652099","0","24"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","40","2","1","29.914860","0","519"
"/LumaAIPlugin/Materials/LumaLogoMaterial.LumaLogoMaterial","0","18","1","1","16.562752","0","193"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","7","1","1","7.268807","0","29"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","16","1","1","18.544504","0","151"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","58","1","1","489.100464","0","1023"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","33","1","1","28.423681","0","360"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","26","16","2","26.595463","0","84"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","24","10","3","25.126137","0","83"
"/Interchange/gltf/M_Unlit.M_Unlit","0","75","9","6","69.603462","0","465"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","38","1","1","57.798908","0","555"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","38","1","1","57.688564","0","557"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","85","8","6","154.920120","0","584"
"/Interchange/gltf/M_Transmission.M_Transmission","0","32","2","2","263.175781","0","199"
"/Interchange/gltf/M_Sheen.M_Sheen","0","85","6","6","160.774734","0","630"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","85","6","6","158.980331","0","703"
"/Interchange/gltf/M_Default.M_Default","0","85","10","6","154.123367","0","613"
"","0","1","0","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","7","7","1","6.183311","0","10"
"Globals","49","6222","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","4.492754","0","7"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","2","1","6.926933","0","74"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","6","1","1","4.775643","0","21"
"/Engine/VREditor/TransformGizmo/Main.Main","49","6","1","1","4.916917","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","6","1","1","4.879422","0","26"
"","49","1","0","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","26","4","2","18.586906","0","167"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","24","4","3","18.999575","0","117"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","11","1","1","6.921010","0","46"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","12","1","1","8.513393","0","37"
"/Game/WhiteText.WhiteText","49","9","9","1","7.037004","0","12"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","71","27","6","48.300755","0","276"
"/Interchange/gltf/M_Default.M_Default","49","89","13","6","77.632523","0","549"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","4.663447","0","9"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","2","1","6.327477","0","27"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","23","1","1","23.316133","0","180"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","89","9","6","79.329193","0","616"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","6","1","1","5.211616","0","22"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","89","10","6","68.289894","0","652"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","8","1","1","7.133935","0","33"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","1","1","4.921903","0","34"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","19","1","1","11.827055","0","131"
"/Interchange/gltf/M_Sheen.M_Sheen","49","89","8","6","69.588387","0","695"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","6","1","6.006677","0","36"
"/Interchange/gltf/M_Transmission.M_Transmission","49","32","6","2","63.166252","0","162"
"/Interchange/gltf/M_Unlit.M_Unlit","49","79","18","6","47.539421","0","369"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","1","1","8.644351","0","45"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","6","1","1","4.395684","0","24"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","4.544945","0","13"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","2","1","19.456905","0","113"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","48","8","1","23.697102","0","445"
"/Game/LevelPrototyping/Meshes/MI_Quinn_02.MI_Quinn_02","49","11","3","1","6.953286","0","43"
"/Game/LevelPrototyping/Meshes/MI_Quinn_01.MI_Quinn_01","49","11","4","1","7.650341","0","31"
